Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Jamal Murray,DEN,@PHI,01/09/2021,W,29,14,6,11,54.5,2,3,66.7,0,0,-,0,1,1,4,1,0,2,2,19
Nikola Jokic,DEN,@PHI,01/09/2021,W,29,15,6,8,75.0,0,0,-,3,3,100,1,8,9,12,0,0,4,2,24
JaMychal Green,DEN,@PHI,01/09/2021,W,21,12,4,11,36.4,2,6,33.3,2,2,100,2,4,6,1,0,0,2,1,5
Will Barton,DEN,@PHI,01/09/2021,W,24,14,6,10,60.0,0,1,0.0,2,2,100,2,1,3,3,3,1,3,0,13
Gary Harris,DEN,@PHI,01/09/2021,W,28,21,7,11,63.6,5,8,62.5,2,4,50.0,1,2,3,1,1,0,1,1,17
Paul Millsap,DEN,@PHI,01/09/2021,W,22,9,3,8,37.5,1,3,33.3,2,2,100,1,4,5,0,2,1,1,0,12
Justin James,SAC,vs.POR,01/09/2021,L,13,1,0,3,0.0,0,2,0.0,1,2,50.0,0,4,4,2,0,0,0,0,-6
Jahmi'us Ramsey,SAC,vs.POR,01/09/2021,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1
Robert Woodard II,SAC,vs.POR,01/09/2021,L,2,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,1
Carmelo Anthony,POR,@SAC,01/09/2021,W,22,13,4,12,33.3,1,5,20.0,4,6,66.7,0,2,2,0,0,1,0,3,-4
Hassan Whiteside,SAC,vs.POR,01/09/2021,L,24,11,3,7,42.9,0,0,-,5,9,55.6,1,7,8,2,1,1,0,3,2
Enes Kanter,POR,@SAC,01/09/2021,W,19,11,4,9,44.4,0,0,-,3,4,75.0,6,9,15,0,0,0,1,3,3
Harrison Barnes,SAC,vs.POR,01/09/2021,L,33,10,4,8,50.0,2,4,50.0,0,0,-,1,6,7,2,0,1,1,0,-18
CJ McCollum,POR,@SAC,01/09/2021,W,29,37,13,22,59.1,6,11,54.5,5,5,100,0,3,3,3,2,0,1,3,26
Rodney Hood,POR,@SAC,01/09/2021,W,15,0,0,5,0.0,0,3,0.0,0,0,-,0,2,2,4,2,0,1,3,-5
Buddy Hield,SAC,vs.POR,01/09/2021,L,26,8,3,10,30.0,2,8,25.0,0,0,-,0,5,5,1,0,1,2,2,-26
De'Aaron Fox,SAC,vs.POR,01/09/2021,L,25,10,3,9,33.3,0,1,0.0,4,6,66.7,0,2,2,2,0,0,3,4,-32
Gary Trent Jr.,POR,@SAC,01/09/2021,W,31,10,4,9,44.4,2,4,50.0,0,0,-,0,2,2,1,0,0,1,3,2
Tyrese Haliburton,SAC,vs.POR,01/09/2021,L,31,12,5,8,62.5,1,4,25.0,1,1,100,0,2,2,8,1,0,3,1,-15
Chimezie Metu,SAC,vs.POR,01/09/2021,L,7,6,1,3,33.3,0,0,-,4,5,80.0,3,0,3,1,1,2,0,0,2
Marvin Bagley III,SAC,vs.POR,01/09/2021,L,24,15,5,14,35.7,1,2,50.0,4,6,66.7,1,7,8,0,0,0,2,3,-28
Glenn Robinson III,SAC,vs.POR,01/09/2021,L,23,11,3,5,60.0,1,3,33.3,4,4,100,0,4,4,1,0,0,1,0,-11
Cory Joseph,SAC,vs.POR,01/09/2021,L,18,8,4,8,50.0,0,2,0.0,0,0,-,0,1,1,1,1,0,1,2,-3
Nemanja Bjelica,SAC,vs.POR,01/09/2021,L,12,4,1,5,20.0,0,3,0.0,2,2,100,0,3,3,1,0,0,2,5,3
Nassir Little,POR,@SAC,01/09/2021,W,6,3,1,2,50.0,1,1,100,0,0,-,1,1,2,0,0,0,0,1,-2
CJ Elleby,POR,@SAC,01/09/2021,W,6,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,1,3,-2
Anfernee Simons,POR,@SAC,01/09/2021,W,7,6,2,4,50.0,2,3,66.7,0,0,-,0,0,0,1,0,0,0,0,-2
Harry Giles III,POR,@SAC,01/09/2021,W,6,0,0,2,0.0,0,0,-,0,0,-,0,2,2,2,0,2,0,3,-2
Derrick Jones Jr.,POR,@SAC,01/09/2021,W,21,9,4,6,66.7,1,2,50.0,0,0,-,0,2,2,0,1,1,1,2,32
Jusuf Nurkic,POR,@SAC,01/09/2021,W,23,10,4,8,50.0,0,0,-,2,2,100,2,6,8,5,3,1,2,2,25
Robert Covington,POR,@SAC,01/09/2021,W,28,6,2,4,50.0,2,4,50.0,0,0,-,0,8,8,4,1,0,0,1,33
Damian Lillard,POR,@SAC,01/09/2021,W,30,17,5,16,31.3,1,7,14.3,6,6,100,0,4,4,6,1,0,0,0,26
Nikola Vucevic,ORL,@DAL,01/09/2021,L,33,30,14,24,58.3,2,7,28.6,0,0,-,3,12,15,2,2,0,0,3,-7
Terrence Ross,ORL,@DAL,01/09/2021,L,33,11,3,12,25.0,0,4,0.0,5,5,100,0,4,4,3,0,1,3,2,-16
James Ennis III,ORL,@DAL,01/09/2021,L,21,4,2,5,40.0,0,2,0.0,0,0,-,0,2,2,1,3,0,1,0,-6
Khem Birch,ORL,@DAL,01/09/2021,L,24,12,4,4,100,0,0,-,4,5,80.0,3,5,8,0,3,0,0,1,-8
Aaron Gordon,ORL,@DAL,01/09/2021,L,36,16,6,16,37.5,1,7,14.3,3,6,50.0,0,4,4,5,1,1,2,3,1
Dwayne Bacon,ORL,@DAL,01/09/2021,L,27,9,4,13,30.8,0,1,0.0,1,2,50.0,2,1,3,1,1,0,0,4,6
Gary Clark,ORL,@DAL,01/09/2021,L,22,6,2,5,40.0,2,4,50.0,0,0,-,2,2,4,0,1,0,1,1,-15
Jordan Bone,ORL,@DAL,01/09/2021,L,13,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,2,0,0,0,0,-6
Cole Anthony,ORL,@DAL,01/09/2021,L,32,8,2,8,25.0,1,5,20.0,3,4,75.0,0,2,2,3,0,0,2,2,-9
Maxi Kleber,DAL,vs.ORL,01/09/2021,W,24,5,1,5,20.0,1,3,33.3,2,2,100,0,3,3,1,0,2,0,1,-3
Wes Iwundu,DAL,vs.ORL,01/09/2021,W,32,0,0,2,0.0,0,1,0.0,0,0,-,1,5,6,1,2,0,2,3,13
Boban Marjanovic,DAL,vs.ORL,01/09/2021,W,2,0,0,1,0.0,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-2
Dwight Powell,DAL,vs.ORL,01/09/2021,W,21,4,2,6,33.3,0,2,0.0,0,0,-,2,3,5,2,0,2,1,2,9
Trey Burke,DAL,vs.ORL,01/09/2021,W,21,29,11,13,84.6,7,8,87.5,0,0,-,0,0,0,4,0,1,1,3,21
Tim Hardaway Jr.,DAL,vs.ORL,01/09/2021,W,40,36,12,20,60.0,8,13,61.5,4,6,66.7,0,5,5,2,0,0,4,2,6
Willie Cauley-Stein,DAL,vs.ORL,01/09/2021,W,23,6,2,5,40.0,0,0,-,2,2,100,1,6,7,2,0,0,1,2,4
Luka Doncic,DAL,vs.ORL,01/09/2021,W,35,20,7,20,35.0,3,9,33.3,3,3,100,1,9,10,10,1,2,6,1,-4
Josh Green,DAL,vs.ORL,01/09/2021,W,15,0,0,1,0.0,0,1,0.0,0,0,-,0,3,3,0,0,0,0,0,-6
James Johnson,DAL,vs.ORL,01/09/2021,W,26,12,4,6,66.7,1,3,33.3,3,5,60.0,0,4,4,3,2,1,2,3,18
Jake Layman,MIN,vs.SAS,01/09/2021,L,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-5
Juancho Hernangomez,MIN,vs.SAS,01/09/2021,L,23,5,2,4,50.0,1,2,50.0,0,0,-,1,6,7,0,0,0,1,2,-1
Jarred Vanderbilt,MIN,vs.SAS,01/09/2021,L,12,2,1,1,100,0,0,-,0,0,-,0,2,2,1,0,0,1,1,2
Jarrett Culver,MIN,vs.SAS,01/09/2021,L,31,10,4,6,66.7,0,0,-,2,4,50.0,1,7,8,3,0,0,1,4,-4
Naz Reid,MIN,vs.SAS,01/09/2021,L,16,16,6,8,75.0,3,4,75.0,1,2,50.0,1,6,7,1,0,3,2,1,5
Rudy Gay,SAS,@MIN,01/09/2021,W,17,9,4,9,44.4,1,3,33.3,0,0,-,0,4,4,3,0,1,1,2,-3
Jakob Poeltl,SAS,@MIN,01/09/2021,W,16,1,0,3,0.0,0,0,-,1,2,50.0,3,4,7,1,1,0,2,1,-3
Lonnie Walker IV,SAS,@MIN,01/09/2021,W,28,7,2,8,25.0,1,3,33.3,2,2,100,0,2,2,0,2,0,0,1,6
Devin Vassell,SAS,@MIN,01/09/2021,W,15,0,0,3,0.0,0,2,0.0,0,0,-,2,2,4,3,1,0,0,1,-5
LaMarcus Aldridge,SAS,@MIN,01/09/2021,W,33,10,4,11,36.4,1,3,33.3,1,2,50.0,1,2,3,1,2,1,0,4,5
DeMar DeRozan,SAS,@MIN,01/09/2021,W,44,38,13,23,56.5,0,2,0.0,12,13,92.3,1,4,5,5,0,0,1,1,4
Patty Mills,SAS,@MIN,01/09/2021,W,30,21,8,14,57.1,5,8,62.5,0,0,-,0,0,0,1,0,0,0,4,0
Ricky Rubio,MIN,vs.SAS,01/09/2021,L,34,6,3,7,42.9,0,0,-,0,0,-,1,4,5,8,0,0,2,2,-5
Keldon Johnson,SAS,@MIN,01/09/2021,W,42,17,6,12,50.0,2,5,40.0,3,4,75.0,3,6,9,4,1,0,0,3,4
Anthony Edwards,MIN,vs.SAS,01/09/2021,L,30,13,5,11,45.5,1,4,25.0,2,2,100,0,4,4,4,0,0,3,3,2
Dejounte Murray,SAS,@MIN,01/09/2021,W,41,22,7,18,38.9,3,6,50.0,5,6,83.3,2,12,14,4,1,1,2,2,7
Malik Beasley,MIN,vs.SAS,01/09/2021,L,40,29,11,20,55.0,7,11,63.6,0,0,-,0,4,4,2,0,0,2,2,2
Karl-Anthony Towns,MIN,vs.SAS,01/09/2021,L,37,25,9,17,52.9,2,3,66.7,5,6,83.3,6,7,13,4,0,3,3,2,-8
D'Angelo Russell,MIN,vs.SAS,01/09/2021,L,38,16,7,22,31.8,1,6,16.7,1,3,33.3,1,2,3,6,1,1,1,2,-3
Ish Smith,WAS,vs.MIA,01/09/2021,L,28,9,4,11,36.4,1,2,50.0,0,0,-,0,3,3,7,0,0,1,2,-8
Kelly Olynyk,MIA,@WAS,01/09/2021,W,32,18,7,15,46.7,4,11,36.4,0,0,-,1,5,6,5,1,1,2,2,3
Bam Adebayo,MIA,@WAS,01/09/2021,W,21,9,2,4,50.0,0,0,-,5,7,71.4,1,15,16,4,0,1,4,5,4
Duncan Robinson,MIA,@WAS,01/09/2021,W,35,7,2,8,25.0,2,8,25.0,1,2,50.0,0,5,5,2,0,1,0,1,10
Precious Achiuwa,MIA,@WAS,01/09/2021,W,13,7,3,4,75.0,0,0,-,1,1,100,0,2,2,0,0,0,2,4,5
Troy Brown Jr.,WAS,vs.MIA,01/09/2021,L,22,7,3,6,50.0,1,4,25.0,0,1,0.0,2,4,6,1,1,1,0,1,-2
Rui Hachimura,WAS,vs.MIA,01/09/2021,L,26,17,8,18,44.4,0,3,0.0,1,1,100,1,4,5,2,0,0,0,4,4
Tyler Herro,MIA,@WAS,01/09/2021,W,37,31,12,20,60.0,1,5,20.0,6,8,75.0,0,9,9,2,0,0,3,3,13
Garrison Mathews,WAS,vs.MIA,01/09/2021,L,23,22,6,12,50.0,4,7,57.1,6,7,85.7,1,1,2,1,2,0,1,5,-2
Deni Avdija,WAS,vs.MIA,01/09/2021,L,32,20,7,15,46.7,5,9,55.6,1,1,100,0,5,5,5,2,0,0,2,-4
Jimmy Butler,MIA,@WAS,01/09/2021,W,36,26,10,18,55.6,0,1,0.0,6,6,100,3,7,10,9,2,1,0,1,11
Meyers Leonard,MIA,@WAS,01/09/2021,W,8,1,0,1,0.0,0,1,0.0,1,2,50.0,0,4,4,1,0,0,1,0,3
KZ Okpala,MIA,@WAS,01/09/2021,W,7,0,0,2,0.0,0,1,0.0,0,0,-,2,0,2,1,0,0,0,1,2
Robin Lopez,WAS,vs.MIA,01/09/2021,L,21,13,5,6,83.3,0,0,-,3,4,75.0,1,0,1,0,0,0,1,1,-7
Raul Neto,WAS,vs.MIA,01/09/2021,L,20,6,2,9,22.2,0,2,0.0,2,3,66.7,1,2,3,3,2,0,2,0,-9
Thomas Bryant,WAS,vs.MIA,01/09/2021,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4
Jerome Robinson,WAS,vs.MIA,01/09/2021,L,24,12,4,8,50.0,2,4,50.0,2,2,100,0,4,4,2,1,0,1,1,-17
Isaac Bonga,WAS,vs.MIA,01/09/2021,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Davis Bertans,WAS,vs.MIA,01/09/2021,L,22,5,1,7,14.3,0,4,0.0,3,5,60.0,1,2,3,3,0,1,0,2,-12
Goran Dragic,MIA,@WAS,01/09/2021,W,20,21,7,10,70.0,7,9,77.8,0,0,-,2,0,2,5,0,0,3,4,10
Avery Bradley,MIA,@WAS,01/09/2021,W,19,5,2,8,25.0,1,5,20.0,0,0,-,1,2,3,1,0,0,1,2,-4
Andre Iguodala,MIA,@WAS,01/09/2021,W,14,3,1,3,33.3,1,2,50.0,0,0,-,0,2,2,2,0,1,0,1,-3
Moritz Wagner,WAS,vs.MIA,01/09/2021,L,20,13,4,7,57.1,2,5,40.0,3,4,75.0,0,7,7,1,1,0,0,6,-6
LaMelo Ball,CHA,vs.ATL,01/09/2021,W,31,22,9,13,69.2,3,5,60.0,1,2,50.0,3,9,12,11,1,0,1,4,18
P.J. Washington,CHA,vs.ATL,01/09/2021,W,36,22,7,11,63.6,2,4,50.0,6,6,100,0,7,7,1,0,6,1,4,5
Cody Martin,CHA,vs.ATL,01/09/2021,W,5,3,1,1,100,1,1,100,0,0,-,0,0,0,0,1,0,2,0,-1
Terry Rozier,CHA,vs.ATL,01/09/2021,W,35,23,8,15,53.3,4,9,44.4,3,5,60.0,0,4,4,2,4,0,3,3,1
Bogdan Bogdanovic,ATL,@CHA,01/09/2021,L,11,5,2,6,33.3,1,5,20.0,0,0,-,0,1,1,0,0,0,2,2,-1
Clint Capela,ATL,@CHA,01/09/2021,L,27,7,2,6,33.3,0,0,-,3,4,75.0,4,9,13,1,1,0,2,1,-4
Solomon Hill,ATL,@CHA,01/09/2021,L,20,9,3,5,60.0,3,5,60.0,0,0,-,0,3,3,3,3,1,0,2,-12
John Collins,ATL,@CHA,01/09/2021,L,30,12,4,7,57.1,1,1,100,3,6,50.0,6,4,10,0,1,0,0,4,0
Trae Young,ATL,@CHA,01/09/2021,L,37,15,5,19,26.3,0,5,0.0,5,5,100,2,0,2,10,0,0,5,4,0
Bismack Biyombo,CHA,vs.ATL,01/09/2021,W,21,4,2,4,50.0,0,0,-,0,0,-,3,4,7,0,0,1,2,4,-5
Devonte' Graham,CHA,vs.ATL,01/09/2021,W,32,9,1,6,16.7,1,5,20.0,6,8,75.0,0,5,5,7,2,0,3,1,0
Kevin Huerter,ATL,@CHA,01/09/2021,L,33,11,4,13,30.8,3,10,30.0,0,0,-,2,2,4,6,0,0,0,3,-11
Caleb Martin,CHA,vs.ATL,01/09/2021,W,17,15,6,9,66.7,3,4,75.0,0,1,0.0,0,2,2,2,1,0,0,0,6
Brandon Goodwin,ATL,@CHA,01/09/2021,L,13,5,2,6,33.3,1,4,25.0,0,0,-,0,0,0,3,0,0,1,0,-12
Cam Reddish,ATL,@CHA,01/09/2021,L,34,21,6,17,35.3,4,13,30.8,5,6,83.3,0,5,5,1,4,0,3,3,-5
Nathan Knight,ATL,@CHA,01/09/2021,L,2,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,1,0,1,1
Miles Bridges,CHA,vs.ATL,01/09/2021,W,25,2,0,4,0.0,0,1,0.0,2,2,100,0,3,3,1,1,0,1,3,13
De'Andre Hunter,ATL,@CHA,01/09/2021,L,34,20,6,10,60.0,1,2,50.0,7,7,100,2,6,8,1,1,2,1,2,4
Gordon Hayward,CHA,vs.ATL,01/09/2021,W,36,13,6,14,42.9,1,4,25.0,0,0,-,0,1,1,3,1,0,2,0,3
JaKarr Sampson,IND,vs.PHX,01/09/2021,L,8,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
Myles Turner,IND,vs.PHX,01/09/2021,L,36,15,6,8,75.0,2,3,66.7,1,2,50.0,4,6,10,3,0,4,0,3,-3
Domantas Sabonis,IND,vs.PHX,01/09/2021,L,41,28,12,24,50.0,0,4,0.0,4,8,50.0,7,15,22,4,0,0,3,5,-6
Malcolm Brogdon,IND,vs.PHX,01/09/2021,L,39,22,7,20,35.0,3,6,50.0,5,5,100,2,4,6,9,0,0,2,1,-7
Edmond Sumner,IND,vs.PHX,01/09/2021,L,6,4,2,2,100,0,0,-,0,0,-,0,0,0,0,1,0,1,0,8
Aaron Holiday,IND,vs.PHX,01/09/2021,L,25,3,1,3,33.3,1,2,50.0,0,0,-,0,1,1,1,0,0,2,3,-5
Cassius Stanley,IND,vs.PHX,01/09/2021,L,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,5
Chris Paul,PHX,@IND,01/09/2021,W,33,15,6,10,60.0,0,2,0.0,3,3,100,0,2,2,10,0,0,1,4,2
Jae Crowder,PHX,@IND,01/09/2021,W,27,10,2,7,28.6,2,7,28.6,4,4,100,0,8,8,4,1,0,0,1,7
Dario Saric,PHX,@IND,01/09/2021,W,17,4,2,7,28.6,0,2,0.0,0,0,-,0,2,2,2,0,0,0,1,-2
Langston Galloway,PHX,@IND,01/09/2021,W,12,3,1,3,33.3,1,2,50.0,0,0,-,0,1,1,0,0,0,0,1,3
Devin Booker,PHX,@IND,01/09/2021,W,36,25,9,19,47.4,1,5,20.0,6,6,100,0,3,3,7,2,0,0,3,5
Mikal Bridges,PHX,@IND,01/09/2021,W,35,34,12,18,66.7,6,8,75.0,4,4,100,0,3,3,2,0,1,0,0,5
Jevon Carter,PHX,@IND,01/09/2021,W,16,10,4,7,57.1,2,5,40.0,0,0,-,0,3,3,1,3,1,0,5,4
Deandre Ayton,PHX,@IND,01/09/2021,W,34,8,4,10,40.0,0,0,-,0,0,-,3,11,14,3,0,0,0,2,12
Doug McDermott,IND,vs.PHX,01/09/2021,L,23,12,3,3,100,2,2,100,4,4,100,0,1,1,2,0,0,0,2,-2
Victor Oladipo,IND,vs.PHX,01/09/2021,L,31,16,7,21,33.3,2,7,28.6,0,0,-,0,6,6,4,1,0,2,5,1
Justin Holiday,IND,vs.PHX,01/09/2021,L,28,17,6,10,60.0,2,5,40.0,3,5,60.0,0,5,5,0,0,0,0,0,0
Cameron Johnson,PHX,@IND,01/09/2021,W,29,16,6,13,46.2,4,10,40.0,0,0,-,1,3,4,4,0,0,1,0,-3
Chris Paul,PHX,@DET,01/08/2021,L,38,11,5,11,45.5,1,4,25.0,0,0,-,0,7,7,9,0,0,2,5,-19
Blake Griffin,DET,vs.PHX,01/08/2021,W,40,16,5,13,38.5,1,5,20.0,5,6,83.3,2,10,12,5,1,0,2,0,19
Mason Plumlee,DET,vs.PHX,01/08/2021,W,33,12,2,4,50.0,0,0,-,8,8,100,1,5,6,3,3,1,2,3,20
Jae Crowder,PHX,@DET,01/08/2021,L,22,6,2,8,25.0,2,8,25.0,0,0,-,0,4,4,1,0,0,1,5,-9
Dario Saric,PHX,@DET,01/08/2021,L,28,12,4,12,33.3,2,6,33.3,2,2,100,1,5,6,0,2,0,4,3,7
Langston Galloway,PHX,@DET,01/08/2021,L,12,17,6,9,66.7,5,8,62.5,0,0,-,0,2,2,0,0,0,0,1,12
Cameron Payne,PHX,@DET,01/08/2021,L,15,6,3,6,50.0,0,3,0.0,0,0,-,0,2,2,3,2,0,3,1,14
Jevon Carter,PHX,@DET,01/08/2021,L,15,0,0,0,-,0,0,-,0,0,-,1,2,3,3,2,0,0,0,18
Derrick Rose,DET,vs.PHX,01/08/2021,W,19,4,1,7,14.3,0,1,0.0,2,2,100,0,0,0,5,1,1,2,1,-13
Wayne Ellington,DET,vs.PHX,01/08/2021,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1
Jahlil Okafor,DET,vs.PHX,01/08/2021,W,10,4,2,4,50.0,0,0,-,0,0,-,1,1,2,0,2,0,0,0,2
Josh Jackson,DET,vs.PHX,01/08/2021,W,19,5,2,11,18.2,1,5,20.0,0,0,-,0,2,2,0,1,0,0,2,-3
Frank Jackson,DET,vs.PHX,01/08/2021,W,10,3,1,4,25.0,1,3,33.3,0,0,-,0,0,0,1,1,0,1,1,4
Svi Mykhailiuk,DET,vs.PHX,01/08/2021,W,17,6,2,9,22.2,2,8,25.0,0,0,-,0,0,0,1,1,0,1,0,-12
Sekou Doumbouya,DET,vs.PHX,01/08/2021,W,5,3,1,2,50.0,1,1,100,0,0,-,0,1,1,0,0,0,0,0,-9
Isaiah Stewart,DET,vs.PHX,01/08/2021,W,9,0,0,2,0.0,0,0,-,0,0,-,2,2,4,0,1,1,1,0,-15
Mikal Bridges,PHX,@DET,01/08/2021,L,33,6,3,9,33.3,0,4,0.0,0,2,0.0,3,5,8,1,1,1,1,1,-23
Devin Booker,PHX,@DET,01/08/2021,L,38,23,8,18,44.4,5,12,41.7,2,4,50.0,0,0,0,3,2,1,5,3,-17
Delon Wright,DET,vs.PHX,01/08/2021,W,34,16,7,11,63.6,0,1,0.0,2,2,100,1,4,5,6,0,0,1,1,18
Saddiq Bey,DET,vs.PHX,01/08/2021,W,27,10,4,8,50.0,2,5,40.0,0,0,-,1,3,4,0,1,0,1,1,-8
Cameron Johnson,PHX,@DET,01/08/2021,L,27,10,3,9,33.3,2,7,28.6,2,2,100,0,5,5,2,0,3,0,1,18
Deandre Ayton,PHX,@DET,01/08/2021,L,37,14,7,9,77.8,0,0,-,0,3,0.0,4,9,13,2,1,2,5,5,-26
Jerami Grant,DET,vs.PHX,01/08/2021,W,42,31,10,15,66.7,3,5,60.0,8,11,72.7,1,9,10,2,1,1,3,5,21
RJ Barrett,NYK,vs.OKC,01/08/2021,L,44,19,7,21,33.3,1,5,20.0,4,7,57.1,5,3,8,2,1,1,0,4,-5
Aleksej Pokusevski,OKC,@NYK,01/08/2021,W,19,7,3,5,60.0,1,3,33.3,0,0,-,1,5,6,0,0,1,1,0,11
Immanuel Quickley,NYK,vs.OKC,01/08/2021,L,17,3,1,9,11.1,1,3,33.3,0,0,-,0,1,1,2,1,1,0,0,-13
Theo Maledon,OKC,@NYK,01/08/2021,W,22,4,2,8,25.0,0,3,0.0,0,0,-,0,5,5,3,0,0,0,4,13
Darius Bazley,OKC,@NYK,01/08/2021,W,23,4,2,9,22.2,0,3,0.0,0,0,-,1,6,7,0,0,1,1,1,-5
Kevin Knox II,NYK,vs.OKC,01/08/2021,L,22,9,3,9,33.3,3,5,60.0,0,0,-,0,4,4,0,1,0,1,0,-13
Hamidou Diallo,OKC,@NYK,01/08/2021,W,29,23,8,13,61.5,1,2,50.0,6,8,75.0,1,10,11,2,1,0,1,2,18
Kenrich Williams,OKC,@NYK,01/08/2021,W,6,5,2,3,66.7,1,1,100,0,0,-,0,1,1,0,0,0,0,2,9
Luguentz Dort,OKC,@NYK,01/08/2021,W,29,5,2,9,22.2,1,6,16.7,0,0,-,2,6,8,1,0,1,2,2,1
Isaiah Roby,OKC,@NYK,01/08/2021,W,4,4,1,1,100,0,0,-,2,2,100,0,0,0,0,0,0,0,0,1
Shai Gilgeous-Alexander,OKC,@NYK,01/08/2021,W,34,25,9,14,64.3,3,3,100,4,6,66.7,4,6,10,7,0,1,3,2,3
Mike Muscala,OKC,@NYK,01/08/2021,W,15,5,2,6,33.3,1,4,25.0,0,1,0.0,0,4,4,0,0,1,0,1,13
George Hill,OKC,@NYK,01/08/2021,W,28,4,1,4,25.0,0,2,0.0,2,2,100,1,1,2,3,0,1,1,4,-2
Mitchell Robinson,NYK,vs.OKC,01/08/2021,L,27,6,3,4,75.0,0,0,-,0,2,0.0,3,2,5,1,2,3,1,3,6
Julius Randle,NYK,vs.OKC,01/08/2021,L,31,18,8,15,53.3,1,1,100,1,3,33.3,0,12,12,7,1,0,2,5,-2
Reggie Bullock,NYK,vs.OKC,01/08/2021,L,24,6,3,8,37.5,0,2,0.0,0,0,-,0,7,7,0,1,0,0,2,-1
Elfrid Payton,NYK,vs.OKC,01/08/2021,L,31,16,4,17,23.5,1,4,25.0,7,8,87.5,2,4,6,1,0,0,0,4,1
Al Horford,OKC,@NYK,01/08/2021,W,29,15,6,15,40.0,3,7,42.9,0,2,0.0,1,7,8,0,1,1,2,1,-2
Austin Rivers,NYK,vs.OKC,01/08/2021,L,32,12,5,12,41.7,2,7,28.6,0,0,-,0,5,5,6,0,0,0,0,-19
Nerlens Noel,NYK,vs.OKC,01/08/2021,L,11,0,0,1,0.0,0,0,-,0,0,-,1,0,1,0,1,2,0,1,-14
Lou Williams,LAC,@GSW,01/08/2021,L,16,6,3,6,50.0,0,1,0.0,0,0,-,1,0,1,0,0,1,3,2,-16
James Wiseman,GSW,vs.LAC,01/08/2021,W,15,9,3,7,42.9,1,2,50.0,2,4,50.0,2,4,6,0,0,2,1,0,-21
Eric Paschall,GSW,vs.LAC,01/08/2021,W,20,12,5,10,50.0,2,3,66.7,0,0,-,2,4,6,1,0,0,0,0,12
Mychal Mulder,GSW,vs.LAC,01/08/2021,W,19,6,2,5,40.0,1,4,25.0,1,1,100,0,0,0,1,1,0,0,1,18
Damion Lee,GSW,vs.LAC,01/08/2021,W,22,8,3,6,50.0,2,5,40.0,0,0,-,1,0,1,2,1,0,0,1,6
Kevon Looney,GSW,vs.LAC,01/08/2021,W,12,2,1,1,100,0,0,-,0,0,-,0,2,2,0,1,0,3,5,10
Kelly Oubre Jr.,GSW,vs.LAC,01/08/2021,W,21,6,2,7,28.6,0,3,0.0,2,2,100,2,3,5,0,1,0,3,2,-25
Andrew Wiggins,GSW,vs.LAC,01/08/2021,W,28,16,5,10,50.0,2,5,40.0,4,4,100,1,5,6,1,1,1,3,2,-12
Kent Bazemore,GSW,vs.LAC,01/08/2021,W,20,6,2,5,40.0,1,2,50.0,1,2,50.0,0,1,1,2,3,0,1,2,7
Draymond Green,GSW,vs.LAC,01/08/2021,W,31,4,2,4,50.0,0,1,0.0,0,0,-,1,2,3,3,2,0,2,3,-7
Brad Wanamaker,GSW,vs.LAC,01/08/2021,W,16,8,2,3,66.7,2,2,100,2,2,100,0,6,6,4,0,0,0,0,6
Stephen Curry,GSW,vs.LAC,01/08/2021,W,36,38,13,24,54.2,9,14,64.3,3,3,100,0,2,2,11,3,0,2,3,7
Patrick Beverley,LAC,@GSW,01/08/2021,L,28,7,2,8,25.0,1,3,33.3,2,3,66.7,3,3,6,1,2,0,2,4,14
Daniel Oturu,LAC,@GSW,01/08/2021,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Mfiondu Kabengele,LAC,@GSW,01/08/2021,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Terance Mann,LAC,@GSW,01/08/2021,L,1,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Amir Coffey,LAC,@GSW,01/08/2021,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Luke Kennard,LAC,@GSW,01/08/2021,L,18,8,3,5,60.0,2,3,66.7,0,0,-,1,3,4,1,0,1,2,1,-13
Ivica Zubac,LAC,@GSW,01/08/2021,L,17,2,1,4,25.0,0,0,-,0,0,-,1,3,4,1,0,1,3,2,-17
Reggie Jackson,LAC,@GSW,01/08/2021,L,6,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-2
