Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,D/D,T/D,DraftKings
Wilson Chandler,BKN,@TOR,2020-02-08,L,24,6,1,7,14.3,1,7,14.3,3,3,100,0,2,2,3,1,0,1,4,-1,0,0,15.0
Timothe Luwawu-Cabarrot,BKN,@TOR,2020-02-08,L,15,3,1,8,12.5,1,6,16.7,0,0,-,1,3,4,0,0,0,1,2,-2,0,0,8.0
Matt Thomas,TOR,vs.BKN,2020-02-08,W,22,15,6,9,66.7,3,4,75.0,0,0,-,0,6,6,1,3,0,0,2,4,0,0,31.5
Rondae Hollis-Jefferson,TOR,vs.BKN,2020-02-08,W,17,5,2,6,33.3,0,0,-,1,2,50.0,4,3,7,3,0,0,0,1,6,0,0,18.25
Terence Davis,TOR,vs.BKN,2020-02-08,W,30,20,7,15,46.7,5,8,62.5,1,1,100,5,3,8,1,1,0,2,4,-8,0,0,35.0
Garrett Temple,BKN,@TOR,2020-02-08,L,23,5,1,5,20.0,1,4,25.0,2,2,100,0,2,2,4,0,1,0,1,6,0,0,16.0
Patrick McCaw,TOR,vs.BKN,2020-02-08,W,19,3,1,3,33.3,1,1,100,0,0,-,0,2,2,3,0,0,0,2,6,0,0,10.5
Caris LeVert,BKN,@TOR,2020-02-08,L,33,37,12,18,66.7,6,7,85.7,7,7,100,1,2,3,4,1,0,1,1,-1,0,0,51.25
Fred VanVleet,TOR,vs.BKN,2020-02-08,W,33,29,11,20,55.0,4,9,44.4,3,3,100,0,2,2,6,0,0,3,4,-1,0,0,41.0
Seth Curry,DAL,@CHA,2020-02-08,W,28,26,10,14,71.4,6,8,75.0,0,0,-,0,6,6,3,1,1,0,0,20,0,0,45.0
Delon Wright,DAL,@CHA,2020-02-08,W,24,4,2,6,33.3,0,2,0.0,0,0,-,0,2,2,7,0,0,2,1,2,0,0,16.0
Boban Marjanovic,DAL,@CHA,2020-02-08,W,13,11,4,7,57.1,0,0,-,3,3,100,4,2,6,0,0,0,1,3,-4,0,0,18.0
Malik Monk,CHA,vs.DAL,2020-02-08,L,28,19,8,13,61.5,3,6,50.0,0,0,-,1,1,2,2,0,0,2,0,-18,0,0,25.0
Maxi Kleber,DAL,@CHA,2020-02-08,W,28,7,1,5,20.0,1,4,25.0,4,4,100,1,4,5,1,0,2,0,1,9,0,0,19.25
Miles Bridges,CHA,vs.DAL,2020-02-08,L,36,20,8,15,53.3,2,6,33.3,2,3,66.7,1,2,3,0,1,0,2,2,-4,0,0,25.75
Devonte' Graham,CHA,vs.DAL,2020-02-08,L,35,26,10,20,50.0,3,10,30.0,3,3,100,2,2,4,10,1,0,1,1,-4,1,0,50.5
Caleb Martin,CHA,vs.DAL,2020-02-08,L,23,0,0,1,0.0,0,0,-,0,0,-,0,4,4,1,0,0,0,2,-8,0,0,6.5
Ryan Broekhoff,DAL,@CHA,2020-02-08,W,16,6,2,6,33.3,2,6,33.3,0,0,-,2,7,9,4,1,0,1,0,6,0,0,25.75
Jalen McDaniels,CHA,vs.DAL,2020-02-08,L,19,5,2,4,50.0,0,1,0.0,1,1,100,0,2,2,0,1,0,0,0,13,0,0,9.5
Courtney Lee,DAL,@CHA,2020-02-08,W,16,5,2,5,40.0,1,3,33.3,0,0,-,0,0,0,1,2,1,0,1,2,0,0,13.0
Bismack Biyombo,CHA,vs.DAL,2020-02-08,L,18,3,0,1,0.0,0,0,-,3,5,60.0,0,1,1,1,0,0,1,2,-13,0,0,5.25
P.J. Washington,CHA,vs.DAL,2020-02-08,L,29,7,3,11,27.3,0,4,0.0,1,2,50.0,3,6,9,0,1,1,1,3,-19,0,0,21.75
Terry Rozier,CHA,vs.DAL,2020-02-08,L,32,15,6,15,40.0,3,7,42.9,0,0,-,1,5,6,1,0,2,2,1,-15,0,0,28.5
Cody Zeller,CHA,vs.DAL,2020-02-08,L,21,5,1,7,14.3,0,2,0.0,3,4,75.0,4,4,8,0,1,1,1,2,-12,0,0,18.5
Jalen Brunson,DAL,@CHA,2020-02-08,W,27,13,4,11,36.4,3,4,75.0,2,2,100,0,4,4,4,0,0,3,3,8,0,0,24.0
Antonius Cleveland,DAL,@CHA,2020-02-08,W,2,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-5,0,0,0.0
Justin Jackson,DAL,@CHA,2020-02-08,W,3,2,1,4,25.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-6,0,0,2.0
Dorian Finney-Smith,DAL,@CHA,2020-02-08,W,32,13,6,10,60.0,1,3,33.3,0,0,-,1,1,2,3,1,0,3,3,13,0,0,21.0
Willie Cauley-Stein,DAL,@CHA,2020-02-08,W,25,15,7,7,100,0,0,-,1,1,100,2,8,10,1,0,2,0,3,25,1,0,34.5
Tim Hardaway Jr.,DAL,@CHA,2020-02-08,W,26,14,5,11,45.5,3,4,75.0,1,1,100,1,1,2,5,0,0,0,2,10,0,0,25.5
Malik Beasley,MIN,vs.LAC,2020-02-08,W,29,23,8,19,42.1,7,13,53.8,0,0,-,2,8,10,4,1,0,1,4,28,1,0,48.0
James Johnson,MIN,vs.LAC,2020-02-08,W,20,15,6,9,66.7,2,3,66.7,1,2,50.0,1,2,3,5,2,1,3,3,15,0,0,31.75
Terance Mann,LAC,@MIN,2020-02-08,L,15,3,1,2,50.0,1,1,100,0,0,-,0,1,1,5,1,0,0,4,-3,0,0,14.25
Landry Shamet,LAC,@MIN,2020-02-08,L,29,5,1,4,25.0,1,2,50.0,2,2,100,0,0,0,2,1,1,0,0,-22,0,0,12.5
Kawhi Leonard,LAC,@MIN,2020-02-08,L,28,29,8,17,47.1,3,7,42.9,10,11,90.9,0,6,6,3,0,0,2,0,-19,0,0,41.5
Ivica Zubac,LAC,@MIN,2020-02-08,L,16,7,3,3,100,0,0,-,1,2,50.0,3,4,7,1,0,0,2,3,-13,0,0,16.25
Amir Coffey,LAC,@MIN,2020-02-08,L,10,4,2,6,33.3,0,0,-,0,0,-,2,0,2,1,0,0,0,0,-1,0,0,8.0
Rodney McGruder,LAC,@MIN,2020-02-08,L,26,3,1,4,25.0,0,1,0.0,1,3,33.3,0,5,5,2,1,0,1,0,-19,0,0,13.75
Johnathan Motley,LAC,@MIN,2020-02-08,L,10,10,4,5,80.0,0,0,-,2,3,66.7,0,3,3,1,0,0,0,1,-1,0,0,15.25
Jordan McLaughlin,MIN,vs.LAC,2020-02-08,W,37,24,11,15,73.3,2,4,50.0,0,0,-,0,4,4,11,0,0,0,1,20,1,0,48.0
Juancho Hernangomez,MIN,vs.LAC,2020-02-08,W,27,14,4,6,66.7,3,3,100,3,4,75.0,0,1,1,3,1,0,0,5,12,0,0,23.25
Montrezl Harrell,LAC,@MIN,2020-02-08,L,17,11,5,6,83.3,0,0,-,1,1,100,0,1,1,0,0,1,1,2,-12,0,0,13.75
Jarrett Culver,MIN,vs.LAC,2020-02-08,W,23,5,2,7,28.6,1,3,33.3,0,0,-,1,1,2,1,1,1,2,4,5,0,0,12.5
Allen Crabbe,MIN,vs.LAC,2020-02-08,W,17,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,2,0,0,0,0,-2,0,0,6.5
Naz Reid,MIN,vs.LAC,2020-02-08,W,14,14,5,13,38.5,4,6,66.7,0,0,-,2,7,9,1,0,0,1,3,2,0,0,28.25
JaMychal Green,LAC,@MIN,2020-02-08,L,19,3,1,3,33.3,1,3,33.3,0,0,-,0,3,3,1,2,0,1,4,-8,0,0,12.25
Mfiondu Kabengele,LAC,@MIN,2020-02-08,L,10,5,2,4,50.0,1,2,50.0,0,0,-,0,2,2,1,0,1,0,0,-1,0,0,11.5
Karl-Anthony Towns,MIN,vs.LAC,2020-02-08,W,34,22,9,13,69.2,3,5,60.0,1,4,25.0,3,10,13,9,1,1,3,1,25,1,0,57.25
Paul George,LAC,@MIN,2020-02-08,L,26,21,8,20,40.0,1,8,12.5,4,4,100,1,4,5,2,3,2,4,2,-13,0,0,38.75
Patrick Patterson,LAC,@MIN,2020-02-08,L,7,3,1,2,50.0,1,2,50.0,0,0,-,1,1,2,0,0,0,1,1,-11,0,0,5.5
Lou Williams,LAC,@MIN,2020-02-08,L,26,11,4,10,40.0,0,0,-,3,3,100,1,5,6,5,0,0,3,0,-12,0,0,24.5
Jaylen Nowell,MIN,vs.LAC,2020-02-08,W,11,5,2,5,40.0,1,2,50.0,0,0,-,0,2,2,3,0,0,0,0,7,0,0,12.5
Kelan Martin,MIN,vs.LAC,2020-02-08,W,2,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1,0,0,2.0
Jarred Vanderbilt,MIN,vs.LAC,2020-02-08,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0.0
Josh Okogie,MIN,vs.LAC,2020-02-08,W,24,15,3,5,60.0,2,3,66.7,7,8,87.5,0,2,2,0,2,0,2,0,22,0,0,21.5
Jacob Evans,MIN,vs.LAC,2020-02-08,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0.0
Nemanja Bjelica,SAC,vs.SAS,2020-02-08,W,32,15,6,10,60.0,3,4,75.0,0,0,-,1,5,6,4,2,1,2,4,7,0,0,35.0
Patty Mills,SAS,@SAC,2020-02-08,L,17,2,1,2,50.0,0,1,0.0,0,0,-,1,0,1,0,0,0,0,2,-26,0,0,3.25
Rudy Gay,SAS,@SAC,2020-02-08,L,22,5,2,4,50.0,0,1,0.0,1,1,100,0,7,7,0,0,0,2,1,-26,0,0,12.75
Cory Joseph,SAC,vs.SAS,2020-02-08,W,24,4,2,4,50.0,0,2,0.0,0,0,-,1,0,1,3,0,0,1,1,35,0,0,9.25
Quinndary Weatherspoon,SAS,@SAC,2020-02-08,L,4,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3,0,0,0.0
Kent Bazemore,SAC,vs.SAS,2020-02-08,W,27,15,5,12,41.7,3,7,42.9,2,6,33.3,0,3,3,2,1,0,0,2,34,0,0,25.25
Drew Eubanks,SAS,@SAC,2020-02-08,L,4,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,1,0,-3,0,0,2.75
Buddy Hield,SAC,vs.SAS,2020-02-08,W,32,31,11,17,64.7,9,10,90.0,0,0,-,1,5,6,5,2,0,2,1,33,0,0,53.5
Bryn Forbes,SAS,@SAC,2020-02-08,L,28,16,6,11,54.5,4,9,44.4,0,0,-,0,1,1,4,2,0,0,1,9,0,0,29.25
Jakob Poeltl,SAS,@SAC,2020-02-08,L,12,8,4,5,80.0,0,0,-,0,0,-,2,2,4,0,0,1,1,2,-15,0,0,14.5
Harry Giles III,SAC,vs.SAS,2020-02-08,W,28,8,3,8,37.5,0,0,-,2,3,66.7,2,10,12,1,0,0,1,2,-1,0,0,24.0
Derrick White,SAS,@SAC,2020-02-08,L,25,13,6,13,46.2,1,4,25.0,0,0,-,1,0,1,3,0,0,1,2,-28,0,0,18.75
Dejounte Murray,SAS,@SAC,2020-02-08,L,28,17,6,11,54.5,2,3,66.7,3,4,75.0,3,6,9,9,3,0,0,3,10,0,0,48.75
LaMarcus Aldridge,SAS,@SAC,2020-02-08,L,34,12,5,10,50.0,0,2,0.0,2,4,50.0,1,9,10,0,1,3,4,2,-5,1,0,32.0
DeMar DeRozan,SAS,@SAC,2020-02-08,L,30,14,5,10,50.0,0,0,-,4,5,80.0,0,3,3,6,0,0,3,5,11,0,0,25.25
Justin James,SAC,vs.SAS,2020-02-08,W,1,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,1,0,0,0,2.0
DaQuan Jeffries,SAC,vs.SAS,2020-02-08,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0.0
De'Aaron Fox,SAC,vs.SAS,2020-02-08,W,26,13,5,9,55.6,0,1,0.0,3,4,75.0,1,1,2,5,0,0,2,3,-12,0,0,22.0
Lonnie Walker IV,SAS,@SAC,2020-02-08,L,20,8,3,8,37.5,0,3,0.0,2,3,66.7,0,1,1,1,1,0,2,1,-28,0,0,11.75
Yogi Ferrell,SAC,vs.SAS,2020-02-08,W,7,4,1,3,33.3,1,3,33.3,1,2,50.0,0,0,0,0,0,1,0,0,6,0,0,6.5
Bogdan Bogdanovic,SAC,vs.SAS,2020-02-08,W,24,5,2,9,22.2,1,5,20.0,0,0,-,2,0,2,1,1,0,1,1,-17,0,0,11.0
Harrison Barnes,SAC,vs.SAS,2020-02-08,W,38,25,9,13,69.2,2,3,66.7,5,5,100,0,7,7,4,0,0,1,1,15,0,0,40.25
Trey Lyles,SAS,@SAC,2020-02-08,L,18,5,2,5,40.0,0,1,0.0,1,1,100,0,3,3,0,0,0,0,3,4,0,0,8.75
T.J. Warren,IND,vs.NOP,2020-02-08,L,35,22,9,12,75.0,0,1,0.0,4,8,50.0,0,4,4,0,1,2,0,5,-5,0,0,33.0
Justin Holiday,IND,vs.NOP,2020-02-08,L,22,7,2,6,33.3,1,4,25.0,2,2,100,0,1,1,0,1,0,1,4,-6,0,0,10.25
Jeremy Lamb,IND,vs.NOP,2020-02-08,L,35,26,9,13,69.2,3,5,60.0,5,5,100,1,4,5,4,1,0,1,5,-1,0,0,41.25
Nicolo Melli,NOP,@IND,2020-02-08,W,24,9,3,8,37.5,3,5,60.0,0,0,-,2,4,6,1,0,1,0,4,3,0,0,21.5
Jaxson Hayes,NOP,@IND,2020-02-08,W,9,2,1,3,33.3,0,0,-,0,0,-,2,0,2,0,0,0,2,5,3,0,0,3.5
Josh Hart,NOP,@IND,2020-02-08,W,30,9,3,9,33.3,3,7,42.9,0,0,-,0,7,7,1,0,0,0,1,-7,0,0,20.75
Frank Jackson,NOP,@IND,2020-02-08,W,22,9,2,6,33.3,1,4,25.0,4,4,100,2,2,4,1,1,0,3,2,4,0,0,16.5
Jahlil Okafor,NOP,@IND,2020-02-08,W,10,4,2,4,50.0,0,0,-,0,1,0.0,2,2,4,1,2,0,0,0,0,0,0,14.5
Derrick Favors,NOP,@IND,2020-02-08,W,24,15,6,8,75.0,0,0,-,3,4,75.0,3,8,11,2,0,0,3,4,2,1,0,31.75
Jrue Holiday,NOP,@IND,2020-02-08,W,32,31,10,22,45.5,4,7,57.1,7,8,87.5,2,4,6,10,3,0,4,2,13,1,0,61.0
Doug McDermott,IND,vs.NOP,2020-02-08,L,17,9,4,9,44.4,1,5,20.0,0,1,0.0,0,0,0,0,0,0,0,2,-4,0,0,9.5
JJ Redick,NOP,@IND,2020-02-08,W,28,23,7,15,46.7,3,8,37.5,6,6,100,0,4,4,4,1,1,0,2,14,0,0,39.5
E'Twaun Moore,NOP,@IND,2020-02-08,W,23,7,3,8,37.5,0,2,0.0,1,2,50.0,2,2,4,0,0,0,0,2,4,0,0,12.0
T.J. McConnell,IND,vs.NOP,2020-02-08,L,17,6,3,7,42.9,0,0,-,0,0,-,0,1,1,3,1,0,4,0,-6,0,0,11.75
Lonzo Ball,NOP,@IND,2020-02-08,W,39,15,7,12,58.3,1,5,20.0,0,0,-,1,4,5,7,1,0,3,2,-1,0,0,32.75
Malcolm Brogdon,IND,vs.NOP,2020-02-08,L,31,17,6,14,42.9,2,4,50.0,3,3,100,1,7,8,6,0,0,1,1,-1,0,0,36.5
Edmond Sumner,IND,vs.NOP,2020-02-08,L,8,0,0,0,-,0,0,-,0,0,-,0,2,2,0,1,0,1,1,1,0,0,4.0
Myles Turner,IND,vs.NOP,2020-02-08,L,32,10,2,4,50.0,1,3,33.3,5,6,83.3,0,8,8,4,0,5,3,1,4,0,0,35.0
Domantas Sabonis,IND,vs.NOP,2020-02-08,L,34,16,7,12,58.3,1,2,50.0,1,2,50.0,0,8,8,6,0,2,3,5,-5,0,0,38.0
Aaron Holiday,IND,vs.NOP,2020-02-08,L,8,2,1,5,20.0,0,2,0.0,0,0,-,0,0,0,2,0,0,0,1,-8,0,0,5.0
Goga Bitadze,IND,vs.NOP,2020-02-08,L,2,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4,0,0,2.0
Reggie Bullock,NYK,@DET,2020-02-08,W,27,8,2,5,40.0,2,4,50.0,2,2,100,0,4,4,5,1,0,0,1,7,0,0,23.5
Elfrid Payton,NYK,@DET,2020-02-08,W,30,10,4,11,36.4,0,1,0.0,2,4,50.0,2,7,9,6,2,1,2,1,3,0,0,35.25
Reggie Jackson,DET,vs.NYK,2020-02-08,L,31,20,7,17,41.2,3,7,42.9,3,4,75.0,1,1,2,9,1,0,2,3,5,0,0,38.5
Wayne Ellington,NYK,@DET,2020-02-08,W,27,17,6,12,50.0,3,7,42.9,2,2,100,2,3,5,3,0,0,0,1,7,0,0,29.25
Dennis Smith Jr.,NYK,@DET,2020-02-08,W,18,4,2,6,33.3,0,0,-,0,0,-,1,3,4,1,0,0,2,1,0,0,0,9.5
RJ Barrett,NYK,@DET,2020-02-08,W,21,3,1,8,12.5,0,2,0.0,1,2,50.0,0,2,2,2,0,0,1,3,-15,0,0,8.0
Kevin Knox II,NYK,@DET,2020-02-08,W,18,5,2,4,50.0,1,3,33.3,0,0,-,0,1,1,0,0,1,0,2,2,0,0,8.75
Sekou Doumbouya,DET,vs.NYK,2020-02-08,L,13,5,1,3,33.3,1,2,50.0,2,2,100,0,3,3,0,1,0,3,1,0,0,0,9.75
Langston Galloway,DET,vs.NYK,2020-02-08,L,31,6,2,6,33.3,2,4,50.0,0,0,-,1,1,2,0,0,0,1,3,-8,0,0,9.0
John Henson,DET,vs.NYK,2020-02-08,L,18,12,6,6,100,0,0,-,0,0,-,0,4,4,1,1,0,1,1,1,0,0,20.0
Jordan Bone,DET,vs.NYK,2020-02-08,L,12,2,1,3,33.3,0,2,0.0,0,0,-,0,0,0,3,0,0,0,0,-7,0,0,6.5
Bruce Brown,DET,vs.NYK,2020-02-08,L,35,11,3,8,37.5,1,3,33.3,4,4,100,0,3,3,1,1,2,1,2,-6,0,0,22.25
Thon Maker,DET,vs.NYK,2020-02-08,L,29,7,3,5,60.0,1,1,100,0,2,0.0,0,3,3,2,0,3,2,2,-2,0,0,19.25
Christian Wood,DET,vs.NYK,2020-02-08,L,37,17,6,13,46.2,3,7,42.9,2,4,50.0,1,10,11,2,1,2,3,3,-5,1,0,41.25
Tony Snell,DET,vs.NYK,2020-02-08,L,34,12,5,8,62.5,2,3,66.7,0,0,-,0,0,0,3,0,0,3,4,7,0,0,16.0
Mitchell Robinson,NYK,@DET,2020-02-08,W,19,7,3,4,75.0,0,0,-,1,2,50.0,3,2,5,0,1,3,2,4,12,0,0,20.25
Frank Ntilikina,NYK,@DET,2020-02-08,W,14,2,1,1,100,0,0,-,0,0,-,1,1,2,1,0,0,0,1,3,0,0,6.0
Julius Randle,NYK,@DET,2020-02-08,W,34,17,7,17,41.2,1,3,33.3,2,3,66.7,3,4,7,3,1,1,4,2,-1,0,0,32.75
Taj Gibson,NYK,@DET,2020-02-08,W,13,11,5,7,71.4,0,0,-,1,2,50.0,3,1,4,0,0,0,2,4,-3,0,0,15.0
Bobby Portis,NYK,@DET,2020-02-08,W,18,11,5,10,50.0,1,2,50.0,0,0,-,1,3,4,3,0,0,2,1,0,0,0,20.0
Brook Lopez,MIL,@ORL,2020-02-08,W,32,23,9,13,69.2,5,5,100,0,2,0.0,0,6,6,1,0,0,0,3,27,0,0,34.5
Evan Fournier,ORL,vs.MIL,2020-02-08,L,34,14,5,14,35.7,4,9,44.4,0,0,-,1,2,3,4,2,0,3,3,-25,0,0,28.25
Wesley Matthews,MIL,@ORL,2020-02-08,W,33,12,4,10,40.0,4,9,44.4,0,0,-,0,5,5,0,0,1,0,1,32,0,0,22.25
Mo Bamba,ORL,vs.MIL,2020-02-08,L,13,2,1,4,25.0,0,1,0.0,0,0,-,1,1,2,1,0,2,0,2,-2,0,0,10.0
Gary Clark,ORL,vs.MIL,2020-02-08,L,16,8,2,3,66.7,2,3,66.7,2,2,100,1,3,4,0,0,1,0,2,11,0,0,16.0
Donte DiVincenzo,MIL,@ORL,2020-02-08,W,26,4,2,6,33.3,0,2,0.0,0,0,-,1,3,4,2,1,0,1,1,-3,0,0,13.5
Wes Iwundu,ORL,vs.MIL,2020-02-08,L,23,2,1,6,16.7,0,2,0.0,0,0,-,1,2,3,1,2,0,0,1,-9,0,0,11.25
Kyle Korver,MIL,@ORL,2020-02-08,W,15,8,3,8,37.5,2,7,28.6,0,0,-,1,3,4,0,0,1,1,0,-10,0,0,15.5
Pat Connaughton,MIL,@ORL,2020-02-08,W,14,3,1,2,50.0,1,2,50.0,0,0,-,2,2,4,0,0,0,1,1,-17,0,0,8.0
Giannis Antetokounmpo,MIL,@ORL,2020-02-08,W,34,18,6,17,35.3,0,0,-,6,8,75.0,4,14,18,9,0,2,5,2,7,1,0,57.0
Michael Carter-Williams,ORL,vs.MIL,2020-02-08,L,23,6,3,6,50.0,0,1,0.0,0,0,-,1,3,4,6,2,1,0,2,5,0,0,26.0
Terrence Ross,ORL,vs.MIL,2020-02-08,L,31,20,7,14,50.0,1,4,25.0,5,6,83.3,0,4,4,3,0,0,2,0,5,0,0,29.0
Nikola Vucevic,ORL,vs.MIL,2020-02-08,L,35,21,10,20,50.0,0,7,0.0,1,2,50.0,3,11,14,6,0,2,2,1,-14,1,0,52.0
Robin Lopez,MIL,@ORL,2020-02-08,W,10,0,0,3,0.0,0,1,0.0,0,0,-,1,0,1,0,0,0,0,0,-17,0,0,1.25
Eric Bledsoe,MIL,@ORL,2020-02-08,W,32,18,7,16,43.8,0,5,0.0,4,4,100,0,4,4,8,1,1,5,3,26,0,0,36.5
Ersan Ilyasova,MIL,@ORL,2020-02-08,W,13,4,2,3,66.7,0,0,-,0,0,-,1,2,3,0,0,0,0,0,7,0,0,7.75
Vic Law,ORL,vs.MIL,2020-02-08,L,1,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0.0
Melvin Frazier Jr.,ORL,vs.MIL,2020-02-08,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0.0
Markelle Fultz,ORL,vs.MIL,2020-02-08,L,31,15,6,18,33.3,3,7,42.9,0,0,-,0,3,3,2,3,0,2,0,-24,0,0,28.25
Khris Middleton,MIL,@ORL,2020-02-08,W,32,21,8,15,53.3,3,8,37.5,2,2,100,0,13,13,6,2,0,3,0,28,1,0,51.75
Aaron Gordon,ORL,vs.MIL,2020-02-08,L,32,7,2,12,16.7,0,6,0.0,3,4,75.0,2,7,9,5,1,0,0,4,-27,0,0,27.75
Monte Morris,DEN,@PHX,2020-02-08,W,27,11,4,9,44.4,1,2,50.0,2,3,66.7,1,0,1,5,1,0,1,2,0,0,0,21.75
Mikal Bridges,PHX,vs.DEN,2020-02-08,L,34,9,4,7,57.1,1,2,50.0,0,0,-,2,1,3,1,1,0,1,0,-18,0,0,16.25
Kelly Oubre Jr.,PHX,vs.DEN,2020-02-08,L,42,20,7,19,36.8,3,11,27.3,3,3,100,0,6,6,1,0,1,0,4,-2,0,0,32.5
Deandre Ayton,PHX,vs.DEN,2020-02-08,L,42,28,13,21,61.9,0,1,0.0,2,2,100,7,12,19,2,3,1,5,5,-1,1,0,61.75
Cameron Johnson,PHX,vs.DEN,2020-02-08,L,24,11,3,8,37.5,2,6,33.3,3,3,100,0,2,2,3,1,1,0,0,5,0,0,23.0
Paul Millsap,DEN,@PHX,2020-02-08,W,18,12,5,9,55.6,1,3,33.3,1,4,25.0,3,8,11,4,0,0,0,4,3,1,0,33.75
Elie Okobo,PHX,vs.DEN,2020-02-08,L,14,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,2,1,0,1,1,1,0,0,6.5
Jevon Carter,PHX,vs.DEN,2020-02-08,L,11,2,1,3,33.3,0,0,-,0,0,-,1,1,2,0,0,1,0,0,-9,0,0,6.5
Cheick Diallo,PHX,vs.DEN,2020-02-08,L,5,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,4,-9,0,0,1.25
Devin Booker,PHX,vs.DEN,2020-02-08,L,37,21,5,16,31.3,3,8,37.5,8,8,100,0,3,3,9,1,0,2,3,1,0,0,40.75
Ricky Rubio,PHX,vs.DEN,2020-02-08,L,32,15,4,10,40.0,0,3,0.0,7,7,100,1,4,5,7,0,0,4,1,-13,0,0,29.75
Keita Bates-Diop,DEN,@PHX,2020-02-08,W,14,4,1,1,100,0,0,-,2,2,100,0,2,2,0,0,0,0,2,6,0,0,6.5
Torrey Craig,DEN,@PHX,2020-02-08,W,32,9,3,5,60.0,3,5,60.0,0,0,-,0,3,3,1,0,0,1,3,1,0,0,15.25
PJ Dozier,DEN,@PHX,2020-02-08,W,14,2,1,5,20.0,0,2,0.0,0,0,-,0,0,0,0,0,2,0,1,8,0,0,6.0
Jamal Murray,DEN,@PHX,2020-02-08,W,35,36,14,17,82.4,6,8,75.0,2,3,66.7,0,5,5,5,1,1,5,4,5,0,0,54.25
Nikola Jokic,DEN,@PHX,2020-02-08,W,34,23,9,19,47.4,0,3,0.0,5,5,100,4,5,9,6,1,3,6,3,3,0,0,48.25
Jerami Grant,DEN,@PHX,2020-02-08,W,30,10,4,6,66.7,0,2,0.0,2,2,100,0,2,2,1,2,1,0,2,6,0,0,20.0
Gary Harris,DEN,@PHX,2020-02-08,W,36,10,4,11,36.4,0,3,0.0,2,2,100,0,7,7,1,2,0,1,1,13,0,0,23.75
Juan Toscano-Anderson,GSW,vs.LAL,2020-02-08,L,19,5,2,6,33.3,1,1,100,0,0,-,0,3,3,2,0,0,1,0,-4,0,0,11.75
Alen Smailagic,GSW,vs.LAL,2020-02-08,L,14,10,3,5,60.0,1,2,50.0,3,4,75.0,0,1,1,1,1,1,1,1,-10,0,0,16.75
Zach Norvell Jr.,GSW,vs.LAL,2020-02-08,L,17,7,2,4,50.0,2,3,66.7,1,1,100,0,4,4,2,2,0,1,1,10,0,0,19.5
Jordan Poole,GSW,vs.LAL,2020-02-08,L,23,19,8,12,66.7,3,7,42.9,0,0,-,1,1,2,3,1,0,1,2,3,0,0,29.0
Ky Bowman,GSW,vs.LAL,2020-02-08,L,29,7,1,6,16.7,0,2,0.0,5,6,83.3,2,0,2,11,0,1,4,3,-3,0,0,26.0
Troy Daniels,LAL,@GSW,2020-02-08,W,17,4,1,3,33.3,1,3,33.3,1,2,50.0,1,0,1,0,0,0,0,2,-5,0,0,5.75
Kyle Kuzma,LAL,@GSW,2020-02-08,W,29,12,4,8,50.0,0,0,-,4,4,100,1,1,2,6,3,0,5,2,-3,0,0,27.0
Kevon Looney,GSW,vs.LAL,2020-02-08,L,14,2,1,4,25.0,0,2,0.0,0,1,0.0,0,1,1,0,0,0,1,5,-1,0,0,2.75
Andrew Wiggins,GSW,vs.LAL,2020-02-08,L,31,24,8,12,66.7,3,4,75.0,5,9,55.6,1,1,2,3,5,1,4,3,-2,0,0,42.5
Marquese Chriss,GSW,vs.LAL,2020-02-08,L,27,26,12,15,80.0,1,2,50.0,1,1,100,2,7,9,1,1,2,0,3,-7,0,0,45.25
Damion Lee,GSW,vs.LAL,2020-02-08,L,22,8,3,8,37.5,2,6,33.3,0,0,-,1,2,3,2,3,0,2,2,-5,0,0,20.75
Eric Paschall,GSW,vs.LAL,2020-02-08,L,28,6,3,11,27.3,0,2,0.0,0,0,-,0,4,4,2,1,1,2,5,-3,0,0,17.0
JaVale McGee,LAL,@GSW,2020-02-08,W,21,4,2,4,50.0,0,0,-,0,0,-,1,4,5,0,1,1,3,4,0,0,0,12.75
Danny Green,LAL,@GSW,2020-02-08,W,29,10,3,6,50.0,2,3,66.7,2,2,100,1,1,2,1,0,0,1,2,7,0,0,14.5
